OKPOCode;name
02071116;Укр.держ.унiвер.водного госп.та природ;
02074190;"ТОВ НВФ ""Модуль""";
02761980;Евпаторiйске вiддiлення N 4551 ОБ;
04759124;ВАТ УКР НД1ВЕП;
05761672;"СДВП ""Об'єднання Азот""";
05768473;"ВАТ  ""Фармфірма ""Здоров""я""";
09322277;ГУ Ощадбанку по м.Києву та Київській о;
13674214;Прецизионные  абразивы ОАО НПП;
13909574;МП НВФ Наука;
20000002;ВіЙСК-МЕД.УПР. СБ УКР;
20028816;"АКЦІОНЕРНИЙ БАНК ""СТОЛИЧНИЙ""";
20098366;ФРОЛОВ С.В.;
20296882;ВЗГЛЯД ТЕЛЕСТУДIЯ ЗАТ;
20300477;"ТОВ ""ВЕТПРЕПАРАТИ""";
20685262;Задолженность по операциям с наличными;
20853807;"ТзОВ ""Форт-Акцент""";
21208041;"ТОВ ""АККО""";
21458235;"ТОВ ""IНЖЕНЕРНО-ТЕХНIЧНА ОРГАНIЗАЦIЯ""";
21513028;ТОВ ПОРИВ;
21751578;СП УКР.-ПОЛ.ТОВ МОДЕРH-ЕКСПО;
22855038;"ТОВ""НОВОСЕЛИЦЬКИЙ ЛIКЕРО-ГОРIЛ.ЗАВОД";
22924874;ЛІНК-ЛТД    СП УКР.-ГРЕЦ.ТОВ;
23467344;"АТ ЗТ""Харк.iнст-т сучасних технологiй""";
23518596;ЗАТ НВЦ БХФЗ;
23651214;Дзержинское отделение АППБ АВАЛЬ;
24175498;АГРОРЕСУРС, ЗАТ;
24348724;"Приватне підприємство""Рексолла""";
24571167;ТОВ ОТТО-ПОСИЛТОРГ;
25043080;РАЙОННЕ ТЕЛЕБАЧЕННЯ;
25269803;ТОВ `ЕЛСА`;
25283909;"АТЗТ ""ІНЖЕНЕРНА КОМП.ЕКОМАТНАФТОГАЗ""";
25416730;"КОМПАНІЯ ""ПІ ДЖІ ТРЕЙД"" ДП ""ПАЛМА ГРУП";
25596382;ТОВ IНТЕРПЛАСТ;
26080456;"МГО ""МАРТІС ""ЗОЛОТА ФОРТУНА""";
26149490;"Перше вiддiл.фiлiє""ХД""АТ""Iндекс-банк""";
26409057;Вьорваг Фарма ГмбХ  и Ко.Кг Пр-во;
30038536;ПФ Харківагросоюз;
30070805;"ПП ""Вербена-ТП""";
30310516;ЗАТ `ЕНЕРГОСОЮЗ`;
30312707;ТОВ АНКОМТЕХ;
30477389;ВАТ `ЛЬВІВСЬКА ТЮТЮНОВА ФАБРИКА`;
30562704;"ТОВ ""ОЛЕНІЧ ТА КОМПАНІЯ""";
30637114;"ЗАТ ""Вентиляційні системи""";
31111648;ТОВ ДИЗАЙН-ЄВРОБУД;
31186734;"ДП ""IНСТИТУТ СОЦIАЛЬНОГО IМIДЖМЕЙКIНГУ";
31301298;"ЗАО ""Донецко-Кураховский машиност.з-д";
31342973;ТОВ Лабораторія Іріс;
31477924;"ТОВ ""К.Т.А.""";
31487548;АГРОЕКСПОРТ, ТОВ;
31729483;"ТЗОВ ""КОМПАНІЯ Ю.А.""";
31835263;ООО АЛЕКС-АВТО;
31847881;"ТзОВ ""Водограй""";
31927474;"ТОВ""Iмперiя зображень""";
32041196;"ТОВ ""А1 СЕКЬЮРІТІ ГРУП""";
32069351;"ТОВ ""Косметик Експо Медiа""";
32154200;"ТОВ""МІЖНАРОД.ЮР.КОМПАНІЯ""ЄВРОЛОЙЄР""";
32310020;Ай Пи Телеком;
32311684;САВСЕРВІС-ЦЕНТР;
32329691;"ДП ""Донбас-Асс1станс""";
32385211;ООО СЕНСОР-Украина;
32803997;"ТОВ ""Рубіжанський Краситель""";
32922330;ОХОРОННЕ ТЕЛЕБАЧЕННЯ УКРА1НИ,ТОВ;
00130441;ДП НДIВН;
00191230;ВАТ `Запоріжсталь`;
00284701;"АТ ""НТК ""ЦЕМЕНТ""";
00307709;Ангела, АО ФИРМА;
00380787;"ТОВ ""Тальнiвський завод ""Мiнводи""";
00382208;"АТ ""Полтавакондитер""";
00412027;"ЗАТ ""ОДЕСАВИНПРОМ""";
00446017;ВАТ Новоархангельський Сирзавод;
00447830;"ВАТ""Канівський маслосирзавод""";
00492990;Львiвська академiя ветеринарноє медици;
00554514;"ВАТ ""Днепрвагонремстрой""";
01116130;ДНIПР.НАЦ.УН.ЗАЛ.ТР.IМ.АКАД.В.ЛАЗАРЯНА;
01996065;"ВАТ ННГ санаторiй ""Соснова роща""";
02010787;НАЦМЕДУНIВЕР.IМ.БОГОМОЛЬЦЯ;
02011781;IН-Т ГАСТРОЕНТЕРОЛОГIЄ АМН;
02012125;УКРНДI МЕДРЕАБ.ТА КУРОРТОЛ.;
02070832;Ужгородський нац.унiверситет;
02071174;ХАРК.ДЕРЖ.ТЕХН.УН-Т БУДIВ.ТА АРХIТЕКТУ;
02470715;ОАО ХЕРСОНСКАЯ ПОЛИГРАФИЧЕСКАЯ ФАБРИКА;
02498197;ОП НДІ будівельного виробництва;
02760554;"Ф-ДНІПР.В.N7989 ВАТ""ДЕРЖ.ОЩАД.БАНК УКР";
02761944;Кировское отделение Ощадбанка №5301;
02789477;Расчеты за прочие наличные платежи;
04637645;"НДIТ ""КРІОГЕНМАШ"" ДП ВАТ ""КIСЛОРОДМАШ""";
04687873;"ГНИПИ ""Химтехнология""";
04692519;"ДП ДПКI ЗУ""Дiпромашвуглезбагачення""";
05416930;IН-ТаПМаIМ.I.М.ФРАНЦЕВИЧАаНАНаУКРАЄНИа;
05417118;IН-ТаТЕХНIЧНОЄаТЕПЛОФIЗИКИаНАНаУКРАЄНИ;
05417348;IН-ТаКОЛОЄД.ХIМIЄ.ТАаХIМIЄ.ВОДИаНАНУаа;
05423366;ВІСТОВ.З\У БУДКЕРАМ.ІМ.ЗАВАДСЬКОГО\ЗАТ;
05500990;"ВАТ ""Приазовський сирзавод""";
06732909;"ВК ""ПІНОФЛОТ""";
09303015;Транз об (Шопена)  по комуплатежах від;
13303050;ТОВ ІМУНОЛОГ;
13323704;"ТОВ НВП ""АРГОН""";
13345060;"ТЗ О В ""ГАЗМА ПЛЮС""";
13832469;"МПП ""ПЕРСПЕКТИВА""";
13893198;"Ф-МА ""ВЕТЕРАН ВС-91"" ООО";
14064191;"ТОВ МП""ТЕХНОПАК"" 14064191";
14185836;"ГОСП.ТЗДВ ""IСКРА""";
14309534;"ВАТ""АО НИИРИ""";
14312683;ХИМ.КАЗЕН.ОБЪЕД.ПЕТРОВСКОГО;
14316110;"Институт физики плазмы ННЦ ""ХФТИ""";
19310157;ТзОВ ~Позитрон Gmbh~;
19338316;Банк регіонального розвитку;
19412834;"ТОВ  КВФ ""РЕГІНА""";
20146604;ВТОРОПТРЕСУРСИ, ТЗОВ;
20568613;ТРАНЗИТ, IНШI_ППЛАТЕЖI_ФО (КАЛУШ);
22289716;"ООО ""ИРТЭКС ЛТД""";
22447997;"АТЗТ ""БАЛЬНЕОЛОГ""";
22609983;прием плат. за усл. насел. тобо 14;
22641484;"ФІРМА ""КОН-СТАР""У ФОРМІ ТОВ";
22884761;МАКАР;
23321095;Проч.плат.физ.лиц 1 ТВБВ;
23724999;ВАТ `ХК `Укрспецтехнiка`;
24183643;ГОАО НИПКИ УГЛЕМЕХАНИЗАЦИЯ;
24559002;"ЗАО СК ""Кремень""";
24577572;"ДП НДІ РС ""КВАНТ-РАДІОЛОКАЦІЯ""";
24721945;"ЗАТ ""УМТЗ ""ЕНЕРГОКОМПЛЕКТ""";
26068923;Прийом  платежiв вiд населення СБОН;
26229800;Кредит.з-ть за принят.платежи;
26280758;КТ заборг. за прийняті платежі;
26364751;СТАРОКАЗАЦКИЙ ВИНЗАВОД, ООО;
30488631;"ТОВ ""ТРИТЕЛ""";
30567723;ТОВ `Екофiрма ОрДВIК`;
30579869;"ТзОВ ""АСКОП-УКРАЄНА""";
30877035;ЧП С/х произ-я фирма`АГРО`;
30946674;"ТзОВ фірма ""Стеміда""";
30974172;"ТОВ ""Інститут системних технологій""";
31009438;"Фирма ""Стар Плюс""";
31027724;ТОВ ПАТЕНТНЕ АГЕНСТВО КИїВПАТ;
31074816;"СУПП ТзОВ ""Ольвiя-Вiта";
31095988;"ООО ""ПРОФЕССИОНАЛ""";
31151130;"ПО ""Химик"" в форме ООО";
31281366;`НВО УКРСОВПРОЕКТ`ЗАТ;
31588702;"ТзОВ ""Галичскло""";
31605790;"ТОВ ""Украєнська Юридична Компан_я""";
31637838;"ТОВ ""Запоріжінструмент трейдінг""";
31788617;ТзОВ` Наш край`;
31826657;Украинские экологические технологии;
32008739;ПОЛИГРАФ-ТЕХНО, КП;
32018066;ГИФТ-К, ЧП;
32270884;"ТОВ ""Аграрне товариство""";
32311569;"ТОВ""ЮК""ОЛ & РУСТ""";
32905430;ТОВ МАКСIМУС;
32960617;"ТОВ ФК ""Хрещатикжитлоінвест""";
32984360;"ТОВ ""Компанія""Українські фінанси""";
00191193;"ОАО ""ЕНАКИЕВСКИЙ МЕТАЛЛЗАВОД""";
00213993;"ВАТ ""Каховський завод ЕЗУ""";
00226885;"ОАО ""Спецавтоматика""";
00233709;"С/Х ПРОИЗВ.КООПЕРАТИВ ""ИЗУМРУДНЫЙ""";
00308560;"ЗАТ Швейна ф-ка ""Браiлiвчанка""м.Жмерин";
00309720;СВИТ ,АО;
01240137;"ВАТ ""ЗДБК""";
02095826;ІНСТИТУТ ПРОБЛЕМ ШТУЧНОГО ІНТЕЛЕКТУ;
02758623;ДНЕПРОДЗЕРЖИНСКИЙ СБЕРБАНК;
04835931;"НПО ""Селта"" Ин-т МЕСХ";
05453752;"Iнститут с/г ""Полiсся""";
05482437;АОЗТ 1-Й ДОН АВТОРЕМЗАВОД;
09325407;"Ф-Я ""ВІД.ПІБ В М.БОРИСЛАВ ЛЬВІВ.ОБЛ.""";
13385409;"НПФ""Микрохим""";
13737989;"ВАТ ""Шамраївський цукровий завод""";
14273457;Розрах.за платежі від населенн;
14307794;"ВАТ""Мотор Сiч""";
21076355;АЛЬЯНС-ПОЛТАВА,ТОВ;
21198934;ООО ФИРМА 23 АВГУСТА ЛТД;
21464301;ТОВ КРИЛОВА I ПАРТНЕРИ;
21701221;СП УКР-СЛОВ.У ФОР.ТОВ УКРХОЗІМПЕКС;
21720974;"АО ""АФ Александров та партнери""";
22637471;"Акцiонерна компанiя ""Контакт""";
22718353;HВФ .Сантехпpом.;
23391718;"ТОВ ""КСК""";
23527626;ВIЛ-147ТОВ з iн.iнвест.;
23624594;"ЗАТ ""ЛАКТАЛІС УКРАЇНА""";
24107725;"ПП ""ТЕЛЕРАДІООРГАНІЗАЦІЯ БУЛАВА""";
24735255;ДОВIРА ТЕЛЕРАДIООРГ ДП;
24880787;ПНТМП`БУЛАВА-ОКС`;
25239647;"ТзОВ ""Телком""";
25543718;"Об'єднання ""Мелібор""";
25642277;"ТОВ ""Бiзнес К i Т""";
25918377;"ДОНЕЦЬКА ФІЛІЯ АБ ""ЕКСПРЕС-БАНК""";
26057760;"ЛЬВІВСЬКА ФІЛІЯ АКІБ ""УКРСИББАНК""";
26175990;"ВIННИЦЬКА ФIЛIЯ ТОВ ""УКРПРОМБАНК""";
26180287;Стах.вiд.iнститута пiслядеплом.освiти;
26510997;"ДФ ВАТ КБ""Причорномор`я""";
26519933;"ЗАТ ""АКБ ""Траст-капітал""";
30282840;МЕГА-РАДИО,ООО ТЕЛЕРАДИОКОМПАНИЯ;
30345690;КРОНА-СЕРВИС 2000 ЧП;
30355782;ПП СВЕТОЛЮКС;
30393440;"ООО ""РАДУГА""";
30474971;"ТзОВ Продовольча компанія ""Екопродукт""";
30522970;"Асоціація""УАПКТ""";
30602977;"ТОВ""Утл-Ком""";
30603530;"ТОВ ""Союз ВС""";
30779800;"ДП ТД ""Атлантіс""";
30826808;АВАНГАРД ЗАВОД,ООО;
30887991;"ЗАТ ""ПТАХОКОМБіНАТ ""ДНіПРОВСЬКИЙ""";
31230479;"ПРИВАТНЕ ПIДПРИМСТВО ""ЕКСПРЕС-АПТЕКА""";
31386523;"ОБ С ОГРАН.ОТВЕТ. ""ЭНЕРГОТЕХНОЛОГИИ""";
31530474;ТОВ `Сiльгоспсервiс`;
31779204;"ТОВ  ""Тайм Еко""";
31861445;"ПП ""М.ЯЩУК""";
31986917;"ДП ""Джи Сі Ейч""";
32058046;"ТОВ ""ХОЗМАРКЕТ""";
32103533;"ТОВ""Трейдінг спорт союз""";
32104055;"ТОВ ""АРТКОМ""";
32274669;"ТОВ ""БIО-СИСТЕМ""";
32297466;"ТОВ ""Пектораль""";
32383371;ЗАТ`СТОЛИЧНИЙ ЗД ШАМПАН ВИН`;
32413662;"ТзОВ ""Бiмол""";
32419313;Ассоциация товаропроиз.Луганщины;
32435749;"ТОВ""ВИРОБНИЧЕ ПIДПР.""ХАРКIВЖИРПРОДУК";
32769836;ТОВ АГЕHСТВО HОВА СПРАВА;
32855427;"ВАТ ""Аерохолдінг""";
32859713;"ООО ""ВИП-линия""";
32950106;"ТОВ ""Інвента""";
33118671;"ТОВ ""КИЛИМИ УКРАЇНИ""";
33151897;`ДАЙРЕКТЛАЙН`ТОВ;
00149943;"УКР НДI НП ""МАСМА""";
00375504;"ДП ""Житомиpськ.лiкеpо-гоpiлчаний завод";
00383165;"ВАТ ""Одеська тютюнова фабрика""";
00446428;"ВАТ""ДРОГОБИЦЬКИЙ МОЛОКОЗАВОД""";
00481235;"ДП ""ДЗ ДНЦЛЗ"" ДАК ""УКРМЕДПРОМ""";
01528186;"ВАТ ""АК ""КОМБIНАТ ""ПРИДНIПРОВСЬКИЙ""";
01549805;ИНДУСТРИАЛЬНЫЙ ООО;
02786393;Кремiнське вiддiлення ОБ;
05513388;"ВАТ ""Регина"" г.Мур-Кур";
05513951;"АТВТ ""Рiвненський пивзавод""";
05519327;"ДП""Кулiндоровський ком.хлiбопр""Дер.ком";
07989865;"ДП МОУ""Центральний проектний iнститут""";
09322018;"Київська міська філія АКБ ""Укрсоцбанк""";
09328601;Гот.бюдж.платежi;
09354389;"ФІЛІЯ""ВІД.ПІБ В М.УМАНЬ ЧЕРКАСЬКОЇ ОБЛ";
13330532;"ВКП ""Терц"" ЛТД";
13437402;ТЕХМАШ АОЗТ ПП;
16515153;СЕВЕРНЫЙ,ОЛЦ ПАНСИОНАТ;
19357489;КРЕДИТОРСЬКА ЗАБОРГОВ.ЗА ПРИЙНЯТІ ПЛАТЕЖІ В КРВ;
19370248;"УП СП у форм_ ТзОВ ""Петран-ЛТД""";
20113829;ВАТ `Страхова компанія `Універса;
20866186;МПП Відзев;
21871070;"АТ ""ЛIТАН""";
21892451;"ТОВ АІП ""АГРОІНТЕР""";
22749193;ЧПКФ АЛИНА-А;
23540012;ІГМА HВТ З ОБМ ВІДП;
24436110;"ООО НПК ""УкрПромОборудование""";
24490245;"НПП ""ТОР"" ООО";
24697448;"ТОВ  ""Агентство""КТН""";
26272865;"СФ АБ ""АвтоЗАЗбанк""";
30000607;"ТОВ ""МЕГАРОН""";
30124221;ТЗОВ ВЕМО;
30212202;"ТОВ ""Торговий дім ""Моторекс""";
30436232;"ТОВ ""АВТ ЛТД""";
30631497;ВЛАРIС , ТОВ;
31261753;ТОВ ВК ПРОМИСЛОВІ ТЕХНОЛОГІЇ;
31330899;ТОВ `АСАЛ IНДУСТРI`;
31355909;ТОВ``УНIВЕРСАЛ-СЕРВIС``;
31407490;ТОВ ТЕХНОКОМ АТ;
31644300;"ТОВ""Телерадіокомпанія ""Радіо-Артель""";
31703782;"ТОВ.""АЛЕКОН ПЛЮС""";
31992124;ТОВ ЛАСЕРТА;
32001775;ООО `НПП `Энергосплав`;
32046444;"ТОВ""СТУДІЯ КРЕАТИВНИХ ТЕХНОЛОГІЙ""";
32089273;"ТзОВ ""Все просто""";
32344924;"ПІДПРИЄМСТВО "" СІПІ-К """;
32494233;"ТОВ ""Женева""";
32586973;ЗАТ `Страховий Дім`АКТОН`;
32633059;"ТОВ ""ЕЛОХIМ""";
32665190;ТОВ `Нацiональна книжкова мережа`;
32678791;"ТОВ ""АЛЬПIНА Т.Д.А.""";
32849130;ВТК АГРОПРОДIНВЕСТ,ТОВ;
32865021;"ТОВ ""Паллада""";
32869691;"ДП ""ЛІКВО"" НАК ""Нафтогаз України""";
32969756;ЗАТ `Універсальний будівельний холдинг;
32979429;"ТОВ ""ХЕДХАНТЕР""";
00032112;ВАТ УКРЕКСІМБАНК;
00220434;ВАТ НВАТ ВНДІкомпресормаш;
00497087;IН-Т ЕКСП-Є I КЛIНIЧН.ВЕТЕР.МЕД.УААН;
02066747;ДНIПРОПЕТРОВСЬКИЙ НАЦ.УН-Т;
02071010;"Нац. Унiвер. "" Львiвська полiтехнiка""";
02071100;Полт.технiчний унiверсiтет;
02760519;Дарницьке від.5397 Ощадбанку України;
02760525;Голосіївське вiддiлення N5398 ОБУ;
02760560;Святошинське відділення N 8069 ОБ;
02760577;Подiльське вiддiлення N 5393 ОБ;
02786499;Луганське мicьке вiддiлення N 7511 ОБ;
02789210;Калiнiнське вiддiлення N 8143 ОБУ;
02789279;Києвське вiддiлення N 7956 ОБ;
03967955;ЧЕРК УЧБО-ВИРОБ П-ВО УТОС;
05397448;ВАТ `Калуський бровар`;
05417242;Iнститут фiзiологiє рослин та генетики;
05420497;Донецький ФТi НАН Украєни;
05447504;ЛЬВІВСЬКИЙ ЦЕHТР ІКД HАHУ ТА HКАУ;
09321013;"Київська обл. філія АКБ ""Укрсоцбанк""";
09324017;КРЕДИТ. ЗАД-СТЬ ПО ПЛАТЕЖАМ СБОН;
09807595;"АБ""Полтава-Банк"" Полтавське";
13568038;"ВАТ ""ВІБРОСЕПАРАТОР""";
13842002;"ТОВ ""ВЕЛАМ"" ВТФ";
14010462;АГ-ВО ПАТЕНТ ПОВ ВЕПОЛЬ;
14179095;АТ IНФОРМ. МАРКЕТИНГ.СЛУЖБА;
14286112;"НАУКОВО-IНЖЕНЕРНИЙаЦЕНТРа""АКСО""аНАНУаа";
14308109;"КАЗЕНН. З-Д ""РАДIОВИМIРЮВАЧ";
14308138;ДЕРЖАВНЕ ПIДПРИГМСТВО НДI `КВАНТ;
14308776;"КБ ""ЛУЧ""";
14324054;"СП ""ГЕВИС""";
14350784;"АБ ""Факторiал-Банк""";
14360570;АККУМ СЧ КОМ ПЛАТ (УКРКАРТ);
19362131;УКРЕКСIМБАHК вiдд.м.Кp.Рога;
20024630;"ТОВ ""Джерман Моторз""";
20072065;"ФІЛІЯ ""ВАТУТІНСЬКЕ ВІД.ПІБ В М.КИЇВ""";
20404691;Расчеты за принятые платежи от населен;
20496061;"АБ ""МЕТАЛУРГ""";
20823382;"Львівська філія АБ ""Брокбізнесбанк""";
20960191;"ТОВ ""Тритон-Сервiс""";
21705696;Т 24.Кред.зад.по пл.гражд.;
21740095;УДК  У  ВОЛИНСЬКІЙ ОБЛАСТІ;
21955660;КОММУН ПЛАТ НАСЕЛЕН АМВР ОТД;
22761811;"ХОД АППБ ""АВАЛЬ"" 1е Комсомольское ТОБО";
23632949;УДК У СУМСЬКІЙ ОБЛАСТІ;
23896447;УПРАВЛ. ДЕРЖКАЗНАЧ.В АРК М.СІМФЕРОПОЛЬ;
23949066;УДК У ЛЬВІВСЬКІЙ ОБЛАСТІ;
24376098;ЮНIФАРМА,ТОВ;
24573321;ЗАТ `Фiлеон`;
24993721;"ИМЭКС ДП ООО "" ИЗДАТЕЛЬСТВО "" ВЕСНА";
25400261;"ООО ""Новые Микротехнологии""";
25476175;ІНСТРУМЕНТАЛЬНА КОМПАНІЯ;
25532761;АЛЕФ  ТПК;
26387344;ЄВРОРЕГIО УКРАЇНА;
30030448;"ТОВ ""АТЛАС""";
30120541;"ФИРМА ""АНТИКО""";
30207119;ООО ТОРГ.КОМП. КРИСТАЛЛ;
30336890;"Корпорація ""Енергоресурс-Інвест""";
31430624;"ТОВ ""Агроком""";
31556911;"ТОВ ""ТОРГОВИЙ ДОМ""СМИРНОВ-УКРАЄНА""";
